dens densu densd denss dense densm xmu xmd xms muu mud mus mue mun nuu nud nus E Eq El P Pq Pl
0.017314 0.0173162 0.0346258 0 2.15573e-06 0 301.755 298.581 504.114 321.01 328.913 328.913 7.90256 978.836 321.01 328.913 328.913 16.711 16.711 1.28033e-05 0.236565 0.236561 4.2325e-06
0.0173935 0.0173957 0.0347848 0 2.17221e-06 0 301.708 298.52 504.096 321.023 328.946 328.946 7.92257 978.915 321.023 328.946 328.946 16.7888 16.7888 1.29337e-05 0.237943 0.237939 4.27581e-06
0.017473 0.0174752 0.0349438 0 2.18875e-06 0 301.661 298.459 504.078 321.036 328.979 328.979 7.94254 978.994 321.036 328.979 328.979 16.8666 16.8666 1.30649e-05 0.239322 0.239318 4.31935e-06
0.0175525 0.0175547 0.0351028 0 2.20533e-06 0 301.615 298.398 504.06 321.049 329.012 329.012 7.96247 979.073 321.049 329.012 329.012 16.9445 16.9445 1.31968e-05 0.240702 0.240698 4.36313e-06
0.017632 0.0176342 0.0352618 0 2.22197e-06 0 301.568 298.337 504.042 321.062 329.045 329.045 7.98236 979.152 321.062 329.045 329.045 17.0223 17.0223 1.33294e-05 0.242082 0.242078 4.40715e-06
0.0177115 0.0177137 0.0354208 0 2.23864e-06 0 301.521 298.276 504.024 321.075 329.077 329.077 8.0022 979.23 321.075 329.077 329.077 17.1002 17.1002 1.34627e-05 0.243463 0.243458 4.4514e-06
0.017791 0.0177933 0.0355797 0 2.25537e-06 0 301.474 298.215 504.006 321.088 329.11 329.11 8.022 979.307 321.088 329.11 329.11 17.178 17.178 1.35967e-05 0.244844 0.244839 4.49589e-06
0.0178705 0.0178728 0.0357387 0 2.27214e-06 0 301.427 298.154 503.988 321.1 329.142 329.142 8.04175 979.385 321.1 329.142 329.142 17.2559 17.2559 1.37314e-05 0.246225 0.24622 4.54061e-06
0.01795 0.0179523 0.0358977 0 2.28896e-06 0 301.38 298.093 503.97 321.113 329.175 329.175 8.06147 979.462 321.113 329.175 329.175 17.3337 17.3337 1.38668e-05 0.247607 0.247602 4.58557e-06
0.0180295 0.0180318 0.0360567 0 2.30583e-06 0 301.334 298.032 503.952 321.126 329.207 329.207 8.08114 979.539 321.126 329.207 329.207 17.4116 17.4116 1.4003e-05 0.248989 0.248984 4.63077e-06
0.018109 0.0181113 0.0362157 0 2.32275e-06 0 301.287 297.971 503.934 321.138 329.239 329.239 8.10077 979.615 321.138 329.239 329.239 17.4895 17.4895 1.41398e-05 0.250371 0.250367 4.67621e-06
0.0181885 0.0181908 0.0363747 0 2.33971e-06 0 301.24 297.91 503.916 321.15 329.271 329.271 8.12037 979.692 321.15 329.271 329.271 17.5674 17.5674 1.42774e-05 0.251754 0.25175 4.72188e-06
0.018268 0.0182704 0.0365336 0 2.35671e-06 0 301.193 297.849 503.898 321.163 329.302 329.302 8.13992 979.767 321.163 329.302 329.302 17.6453 17.6452 1.44157e-05 0.253138 0.253133 4.76779e-06
0.0183475 0.0183499 0.0366926 0 2.37377e-06 0 301.146 297.789 503.88 321.175 329.334 329.334 8.15943 979.843 321.175 329.334 329.334 17.7232 17.7231 1.45547e-05 0.254521 0.254516 4.81394e-06
0.018427 0.0184294 0.0368516 0 2.39087e-06 0 301.099 297.728 503.862 321.187 329.366 329.366 8.1789 979.918 321.187 329.366 329.366 17.8011 17.801 1.46944e-05 0.255905 0.2559 4.86033e-06
0.0185065 0.0185089 0.0370106 0 2.40802e-06 0 301.053 297.667 503.844 321.199 329.397 329.397 8.19833 979.993 321.199 329.397 329.397 17.879 17.8789 1.48348e-05 0.257289 0.257284 4.90695e-06
0.018586 0.0185884 0.0371696 0 2.42521e-06 0 301.006 297.606 503.826 321.211 329.429 329.429 8.21772 980.068 321.211 329.429 329.429 17.9569 17.9569 1.49759e-05 0.258674 0.258669 4.95381e-06
0.0186655 0.0186679 0.0373286 0 2.44245e-06 0 300.959 297.545 503.808 321.223 329.46 329.46 8.23707 980.142 321.223 329.46 329.46 18.0348 18.0348 1.51178e-05 0.260059 0.260054 5.00091e-06
0.018745 0.0187475 0.0374875 0 2.45974e-06 0 300.912 297.484 503.79 321.235 329.491 329.491 8.25639 980.216 321.235 329.491 329.491 18.1127 18.1127 1.52603e-05 0.261444 0.261439 5.04825e-06
0.0188245 0.018827 0.0376465 0 2.47708e-06 0 300.865 297.423 503.772 321.246 329.522 329.522 8.27566 980.29 321.246 329.522 329.522 18.1906 18.1906 1.54036e-05 0.262829 0.262824 5.09583e-06
0.018904 0.0189065 0.0378055 0 2.49446e-06 0 300.818 297.362 503.754 321.258 329.553 329.553 8.2949 980.364 321.258 329.553 329.553 18.2686 18.2686 1.55476e-05 0.264214 0.264209 5.14365e-06
0.0189835 0.018986 0.0379645 0 2.51188e-06 0 300.772 297.301 503.736 321.269 329.584 329.584 8.3141 980.437 321.269 329.584 329.584 18.3465 18.3465 1.56923e-05 0.2656 0.265595 5.1917e-06
0.019063 0.0190655 0.0381235 0 2.52936e-06 0 300.725 297.24 503.718 321.281 329.614 329.614 8.33326 980.51 321.281 329.614 329.614 18.4245 18.4245 1.58378e-05 0.266986 0.266981 5.24e-06
0.0191425 0.019145 0.0382825 0 2.54687e-06 0 300.678 297.179 503.7 321.292 329.645 329.645 8.35238 980.582 321.292 329.645 329.645 18.5024 18.5024 1.59839e-05 0.268372 0.268367 5.28854e-06
0.019222 0.0192246 0.0384414 0 2.56444e-06 0 300.631 297.118 503.682 321.304 329.675 329.675 8.37147 980.654 321.304 329.675 329.675 18.5804 18.5804 1.61308e-05 0.269759 0.269754 5.33731e-06
0.0193015 0.0193041 0.0386004 0 2.58205e-06 0 300.584 297.057 503.664 321.315 329.706 329.706 8.39051 980.726 321.315 329.706 329.706 18.6583 18.6583 1.62784e-05 0.271145 0.27114 5.38633e-06
0.019381 0.0193836 0.0387594 0 2.59971e-06 0 300.537 296.996 503.646 321.326 329.736 329.736 8.40953 980.798 321.326 329.736 329.736 18.7363 18.7363 1.64267e-05 0.272532 0.272527 5.43558e-06
0.0194605 0.0194631 0.0389184 0 2.61741e-06 0 300.49 296.935 503.628 321.337 329.766 329.766 8.4285 980.869 321.337 329.766 329.766 18.8143 18.8143 1.65758e-05 0.273919 0.273914 5.48508e-06
0.01954 0.0195426 0.0390774 0 2.63516e-06 0 300.444 296.874 503.61 321.349 329.796 329.796 8.44744 980.941 321.349 329.796 329.796 18.8923 18.8923 1.67255e-05 0.275306 0.275301 5.53482e-06
0.0196195 0.0196222 0.0392363 0 2.65295e-06 0 300.397 296.813 503.592 321.36 329.826 329.826 8.46634 981.011 321.36 329.826 329.826 18.9703 18.9702 1.6876e-05 0.276693 0.276688 5.5848e-06
